# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
785.1296164;-251.8074596;94.1698111;2.8771927;0.0388726;13.2372578;-3.3384017
785.1796151;-251.8204992;94.1215411;2.8791306;0.0390040;13.2226225;-3.3178191
785.2296138;-251.8334454;94.0732455;2.8810749;0.0391359;13.2079871;-3.2972365
785.2796125;-251.8462978;94.0249245;2.8830257;0.0392683;13.1933518;-3.2766539
785.3296112;-251.8590560;93.9765779;2.8849829;0.0394012;13.1787164;-3.2560713
785.3796099;-251.8717198;93.9282060;2.8869468;0.0395345;13.1640811;-3.2354887
785.4296086;-251.8842888;93.8798088;2.8889173;0.0396683;13.1494457;-3.2149061
785.4796073;-251.8967628;93.8313863;2.8908943;0.0398026;13.1348104;-3.1943234
785.5296060;-251.9091396;93.7829450;2.8928781;0.0399373;13.1201750;-3.1737408
785.5796047;-251.9214194;93.7344836;2.8948686;0.0400725;13.1055397;-3.1531582
785.6296034;-251.9336030;93.6859973;2.8968658;0.0402082;13.0909043;-3.1325756
785.6796021;-251.9456900;93.6374862;2.8988699;0.0403443;13.0762690;-3.1119930
785.7296008;-251.9576799;93.5889505;2.9008808;0.0404810;13.0616336;-3.0914104
785.7795995;-251.9695724;93.5403904;2.9028985;0.0406182;13.0487246;-3.0726347
785.8295982;-251.9813671;93.4918060;2.9049232;0.0407559;13.0366913;-3.0547757
785.8795969;-251.9930634;93.4431975;2.9069549;0.0408941;13.0246580;-3.0369167
785.9295956;-252.0046611;93.3945649;2.9089935;0.0410328;13.0126247;-3.0190577
785.9795943;-252.0161596;93.3459086;2.9110393;0.0411721;13.0005914;-3.0011986
786.0295930;-252.0275586;93.2972285;2.9130921;0.0413119;12.9885581;-2.9833396
786.0795917;-252.0388576;93.2485250;2.9151520;0.0414523;12.9765248;-2.9654806
786.1295904;-252.0500562;93.1997981;2.9172192;0.0415933;12.9644915;-2.9476216
786.1795891;-252.0611540;93.1510480;2.9192935;0.0417348;12.9524582;-2.9297626
786.2295878;-252.0721506;93.1022748;2.9213751;0.0418769;12.9404249;-2.9119035
786.2795865;-252.0830456;93.0534788;2.9234641;0.0420195;12.9283916;-2.8940445
786.3295852;-252.0938385;93.0046600;2.9255604;0.0421628;12.9163583;-2.8761855
786.3795839;-252.1045289;92.9558187;2.9276641;0.0423067;12.9043250;-2.8583265
786.4295826;-252.1151164;92.9069549;2.9297752;0.0424512;12.8922917;-2.8404675
786.4795813;-252.1256006;92.8580689;2.9318939;0.0425964;12.8802584;-2.8226084
786.5295800;-252.1359811;92.8091607;2.9340199;0.0427422;12.8682251;-2.8047494
786.5795788;-252.1462574;92.7602306;2.9361534;0.0428886;12.8561918;-2.7868904
786.6295775;-252.1564291;92.7112787;2.9382945;0.0430357;12.8441585;-2.7690314
786.6795762;-252.1664958;92.6623051;2.9404432;0.0431835;12.8321252;-2.7511724
786.7295749;-252.1764571;92.6133101;2.9425995;0.0433319;12.8200919;-2.7333134
786.7795736;-252.1863126;92.5642937;2.9447634;0.0434810;12.8080586;-2.7154543
786.8295723;-252.1960618;92.5152561;2.9469348;0.0436307;12.7960253;-2.6975953
786.8795710;-252.2057043;92.4661975;2.9491140;0.0437811;12.7839920;-2.6797363
786.9295697;-252.2152398;92.4171181;2.9513007;0.0439321;12.7719587;-2.6618773
786.9795684;-252.2246677;92.3680179;2.9534951;0.0440839;12.7599254;-2.6440183
787.0295671;-252.2339877;92.3188972;2.9556972;0.0442363;12.7478921;-2.6261592
787.0795658;-252.2431994;92.2697560;2.9579069;0.0443893;12.7358588;-2.6083002
